ID	adj.P.Val	P.Value	t	B	logFC	ORF
yggJ	0.2954	8.63e-02	1.95	-4.8403	8.38e-02	yggJ
yhiS	0.29704	8.69e-02	1.94	-4.8461	3.25e-02	yhiS
ybeH	0.29775	8.71e-02	-1.94	-4.8491	-6.08e-02	ybeH
mprA	0.29813	8.74e-02	1.94	-4.8515	5.98e-02	mprA
aaeB	0.29813	8.74e-02	1.94	-4.852	3.38e-02	aaeB
cpxR	0.29813	8.75e-02	-1.94	-4.8524	-4.11e-02	cpxR
hsdM	0.2989	8.78e-02	1.94	-4.8555	2.52e-02	hsdM
mukB	0.29917	8.79e-02	1.94	-4.857	3.80e-02	mukB
glpG	0.2998	8.81e-02	1.94	-4.8597	3.68e-02	glpG
yjbN	0.30029	8.84e-02	1.93	-4.8619	3.26e-02	yjbN
fhuE	0.30052	8.86e-02	1.93	-4.8639	7.14e-02	fhuE
ysaB	0.30052	8.86e-02	-1.93	-4.8641	-5.13e-02	ysaB
pqiA	0.3008	8.88e-02	1.93	-4.8662	4.33e-02	pqiA
rhaA	0.3008	8.88e-02	-1.93	-4.8663	-8.30e-02	rhaA
aspT	0.30335	8.96e-02	1.92	-4.8749	3.39e-02	aspT
infC	0.30391	8.98e-02	1.92	-4.8773	3.39e-02	infC
yjgL	0.30427	9.01e-02	1.92	-4.8796	1.02e-01	yjgL
ydhQ	0.30427	9.01e-02	-1.92	-4.8798	-4.01e-02	ydhQ
spy	0.30487	9.03e-02	-1.92	-4.8823	-6.01e-02	spy
cchB	0.30611	9.08e-02	1.92	-4.8868	5.33e-02	cchB
yhcH	0.30642	9.09e-02	1.92	-4.8884	4.98e-02	yhcH
surA	0.30666	9.11e-02	-1.91	-4.8904	-3.39e-02	surA
ybcC	0.30666	9.11e-02	-1.91	-4.8906	-5.70e-02	ybcC
flgJ	0.30672	9.12e-02	-1.91	-4.8914	-8.18e-02	flgJ
trmH	0.30713	9.14e-02	1.91	-4.8934	5.32e-02	trmH
tatC	0.30775	9.17e-02	-1.91	-4.8964	-3.31e-02	tatC
fumB	0.30775	9.17e-02	-1.91	-4.8966	-1.08e-01	fumB
ilvB	0.30804	9.19e-02	1.91	-4.8982	1.44e-01	ilvB
sucA	0.30817	9.21e-02	-1.91	-4.9	-1.45e-01	sucA
yqgF	0.30817	9.21e-02	-1.91	-4.9005	-3.47e-02	yqgF
nuoC	0.30817	9.21e-02	-1.91	-4.9007	-4.70e-02	nuoC
yfaS	0.3086	9.23e-02	-1.91	-4.9027	-3.52e-02	yfaS
ygfA	0.30894	9.25e-02	-1.90	-4.9044	-3.26e-02	ygfA
bisC	0.30973	9.28e-02	-1.90	-4.9075	-2.73e-02	bisC
ygjD	0.3103	9.31e-02	1.90	-4.91	3.82e-02	ygjD
flu	0.3103	9.31e-02	-1.90	-4.9105	-4.87e-02	flu
ydjK	0.3109	9.34e-02	1.90	-4.913	2.07e-01	ydjK
yfbP	0.3112	9.35e-02	1.90	-4.9146	3.92e-02	yfbP
ung	0.31159	9.37e-02	-1.90	-4.9164	-4.34e-02	ung
dgt	0.31201	9.39e-02	-1.89	-4.9184	-4.89e-02	dgt
fecA	0.31208	9.40e-02	-1.89	-4.9193	-7.97e-02	fecA
ydgD	0.31225	9.41e-02	-1.89	-4.9205	-4.85e-02	ydgD
dsbC	0.31279	9.43e-02	-1.89	-4.9227	-4.37e-02	dsbC
yegE	0.31339	9.46e-02	-1.89	-4.9252	-5.51e-02	yegE
thiI	0.31373	9.48e-02	1.89	-4.9269	4.19e-02	thiI
lolB	0.31436	9.50e-02	-1.89	-4.9294	-4.23e-02	lolB
mhpE	0.31447	9.51e-02	-1.89	-4.9305	-4.87e-02	mhpE
kdpC	0.31447	9.53e-02	1.89	-4.9318	5.49e-02	kdpC
ybgQ	0.31447	9.53e-02	-1.89	-4.9318	-1.35e-01	ybgQ
lpxB	0.31468	9.54e-02	1.88	-4.9331	4.38e-02	lpxB
dcuA	0.31478	9.55e-02	1.88	-4.9342	8.31e-02	dcuA
mrcA	0.31478	9.56e-02	1.88	-4.9351	3.99e-02	mrcA
rygB	0.31478	9.57e-02	-1.88	-4.9355	-1.39e-01	rygB
ebgR	0.31478	9.58e-02	-1.88	-4.9366	-4.12e-02	ebgR
malF	0.31478	9.58e-02	1.88	-4.9368	2.51e-01	malF
acpT	0.31509	9.60e-02	-1.88	-4.9384	-4.95e-02	acpT
iscA	0.31514	9.60e-02	-1.88	-4.9392	-6.78e-02	iscA
yqgD	0.31539	9.62e-02	1.88	-4.9406	2.93e-02	yqgD
valY	0.31658	9.66e-02	1.88	-4.945	5.60e-02	valY
argC	0.31658	9.67e-02	1.88	-4.9458	1.69e-01	argC
speF	0.31658	9.68e-02	-1.88	-4.9461	-5.33e-02	speF
uhpA	0.31668	9.69e-02	1.87	-4.9471	3.29e-02	uhpA
gntP	0.31668	9.70e-02	1.87	-4.9485	8.69e-02	gntP
nusB	0.31668	9.71e-02	-1.87	-4.949	-4.05e-02	nusB
ygaY	0.31668	9.71e-02	-1.87	-4.9491	-6.46e-02	ygaY
yrdC	0.31687	9.73e-02	1.87	-4.9508	4.90e-02	yrdC
ygeA	0.31687	9.73e-02	-1.87	-4.9513	-4.18e-02	ygeA
ybeR	0.31687	9.74e-02	1.87	-4.9517	1.04e-01	ybeR
yliG	0.31844	9.79e-02	1.87	-4.957	9.39e-02	yliG
yeaU	0.31844	9.80e-02	-1.87	-4.9576	-3.48e-02	yeaU
caiT	0.31919	9.84e-02	-1.86	-4.9616	-1.04e-01	caiT
ybaW	0.31919	9.85e-02	-1.86	-4.9621	-3.34e-02	ybaW
potG	0.31919	9.85e-02	1.86	-4.9621	7.95e-02	potG
fkpB	0.31919	9.85e-02	1.86	-4.9624	2.64e-02	fkpB
dapA	0.3197	9.88e-02	-1.86	-4.9651	-2.77e-02	dapA
bcsZ	0.3197	9.88e-02	-1.86	-4.9652	-4.54e-02	bcsZ
rpmJ	0.31975	9.89e-02	-1.86	-4.9667	-3.69e-02	rpmJ
erfK	0.31975	9.90e-02	-1.86	-4.9667	-4.50e-02	erfK
katG	0.32005	9.91e-02	1.86	-4.9683	5.48e-02	katG
ppiD	0.32057	9.93e-02	-1.86	-4.9704	-3.40e-02	ppiD
yihD	0.32064	9.94e-02	1.86	-4.9713	3.50e-02	yihD
cyoB	0.3209	9.96e-02	-1.86	-4.9727	-5.51e-02	cyoB
gatY	0.32101	9.98e-02	1.86	-4.9743	3.15e-02	gatY
glmU	0.32101	9.98e-02	1.86	-4.9743	2.89e-02	glmU
rpoE	0.32142	1.00e-01	-1.85	-4.9762	-6.07e-02	rpoE
ygaC	0.32189	1.00e-01	-1.85	-4.9782	-1.36e-01	ygaC
sufA	0.32278	1.01e-01	-1.85	-4.9814	-6.80e-02	sufA
molR_2	0.32334	1.01e-01	-1.85	-4.9836	-6.69e-02	molR_2
gmr	0.32366	1.01e-01	1.85	-4.9856	5.45e-02	gmr
udp	0.32366	1.01e-01	-1.85	-4.9866	-3.81e-02	udp
ybjC	0.32366	1.01e-01	1.85	-4.9867	4.98e-02	ybjC
mrdB	0.32366	1.01e-01	1.85	-4.9876	6.42e-02	mrdB
yegL	0.32366	1.01e-01	-1.85	-4.9884	-1.24e-01	yegL
yrfC	0.32366	1.01e-01	-1.85	-4.9888	-1.01e-01	yrfC
ggt	0.32366	1.01e-01	-1.85	-4.9892	-7.57e-02	ggt
ydcT	0.3243	1.02e-01	1.84	-4.9916	9.81e-02	ydcT
ycgM	0.32488	1.02e-01	-1.84	-4.9941	-5.31e-02	ycgM
ymgD	0.32488	1.02e-01	1.84	-4.9956	2.86e-02	ymgD
ugd	0.32488	1.02e-01	-1.84	-4.9957	-3.39e-01	ugd
pcnB	0.32488	1.02e-01	1.84	-4.9959	4.37e-02	pcnB
speC	0.32531	1.02e-01	1.84	-4.9978	5.16e-02	speC
tauA	0.32547	1.02e-01	-1.84	-4.9989	-3.82e-02	tauA
bioF	0.32561	1.03e-01	-1.84	-5.0002	-7.34e-02	bioF
yphG	0.32561	1.03e-01	1.84	-5.0006	5.66e-02	yphG
rnpB	0.3257	1.03e-01	-1.84	-5.0021	-4.67e-02	rnpB
bcsB	0.3257	1.03e-01	1.84	-5.0023	5.99e-02	bcsB
ybjL	0.3257	1.03e-01	1.83	-5.0038	3.28e-02	ybjL
mlrA	0.3257	1.03e-01	-1.83	-5.0045	-5.61e-02	mlrA
cyoA	0.3257	1.03e-01	1.83	-5.0045	2.71e-02	cyoA
secY	0.3257	1.03e-01	-1.83	-5.0047	-3.17e-02	secY
ybfP	0.32576	1.03e-01	1.83	-5.0055	9.78e-02	ybfP
pqiB	0.32613	1.03e-01	-1.83	-5.0072	-3.75e-02	pqiB
yhdJ	0.32683	1.04e-01	1.83	-5.0108	8.07e-02	yhdJ
yehS	0.32683	1.04e-01	1.83	-5.0112	2.76e-02	yehS
cdd	0.32683	1.04e-01	-1.83	-5.0114	-7.21e-02	cdd
metQ	0.32683	1.04e-01	-1.83	-5.012	-4.71e-02	metQ
gltL	0.32683	1.04e-01	1.83	-5.0126	1.81e-01	gltL
hlpA	0.32683	1.04e-01	-1.83	-5.0137	-2.76e-02	hlpA
yhcE_2	0.32683	1.04e-01	-1.83	-5.0141	-3.67e-02	yhcE_2
livF	0.32683	1.04e-01	1.83	-5.0144	5.81e-02	livF
yodC	0.32711	1.04e-01	-1.83	-5.0161	-5.72e-02	yodC
yjjV	0.32711	1.04e-01	-1.83	-5.0164	-6.37e-02	yjjV
hcaB	0.32807	1.05e-01	-1.82	-5.0198	-4.88e-02	hcaB
yoaE	0.32949	1.05e-01	1.82	-5.0251	5.75e-02	yoaE
ybhO	0.32949	1.05e-01	-1.82	-5.0254	-5.07e-02	ybhO
ymfN	0.32949	1.06e-01	-1.82	-5.0257	-3.11e-02	ymfN
agaR	0.32977	1.06e-01	-1.82	-5.0271	-3.29e-02	agaR
pdxY	0.32981	1.06e-01	-1.82	-5.0278	-5.43e-02	pdxY
rpoZ	0.32982	1.06e-01	1.82	-5.0285	3.08e-02	rpoZ
osmE	0.32994	1.06e-01	-1.82	-5.0295	-5.63e-02	osmE
nagE	0.33042	1.06e-01	1.81	-5.0332	8.08e-02	nagE
yliD	0.33042	1.06e-01	1.81	-5.0334	5.91e-02	yliD
yfhM	0.33042	1.06e-01	-1.81	-5.0339	-4.81e-02	yfhM
gcvP	0.33042	1.06e-01	-1.81	-5.034	-6.69e-02	gcvP
gltD	0.33042	1.07e-01	1.81	-5.0343	6.43e-02	gltD
ycaN	0.33042	1.07e-01	-1.81	-5.0349	-4.06e-02	ycaN
yihN	0.33042	1.07e-01	1.81	-5.0364	1.99e-01	yihN
deoB	0.33042	1.07e-01	1.81	-5.0365	2.56e-02	deoB
lsrG	0.33042	1.07e-01	1.81	-5.0365	6.38e-02	lsrG
lplA	0.33114	1.07e-01	-1.81	-5.0392	-3.56e-02	lplA
yjeM	0.33127	1.07e-01	1.81	-5.0409	1.71e-01	yjeM
narI	0.33127	1.07e-01	1.81	-5.0414	1.03e-01	narI
yqeA	0.33127	1.07e-01	-1.81	-5.0417	-3.40e-02	yqeA
gidB	0.33127	1.07e-01	1.81	-5.0422	7.44e-02	gidB
sapC	0.33127	1.08e-01	1.81	-5.043	5.00e-02	sapC
yqaC	0.33127	1.08e-01	-1.81	-5.0433	-3.27e-02	yqaC
yjiX	0.33185	1.08e-01	-1.81	-5.0455	-1.23e-01	yjiX
cheA	0.33251	1.08e-01	-1.80	-5.0487	-8.59e-02	cheA
ykgL	0.33251	1.08e-01	-1.80	-5.0491	-3.49e-02	ykgL
exoX	0.33251	1.08e-01	-1.80	-5.0503	-5.20e-02	exoX
flgM	0.33251	1.08e-01	-1.80	-5.0511	-9.96e-02	flgM
rlmB	0.33251	1.09e-01	-1.80	-5.0515	-5.05e-02	rlmB
glmS	0.33251	1.09e-01	1.80	-5.0527	5.35e-02	glmS
ygeK	0.33251	1.09e-01	1.80	-5.0527	7.16e-02	ygeK
ygfS	0.33251	1.09e-01	-1.80	-5.0533	-7.00e-02	ygfS
yqjB	0.33251	1.09e-01	1.80	-5.0536	3.28e-02	yqjB
arpA	0.33251	1.09e-01	1.80	-5.054	1.57e-01	arpA
dacC	0.33251	1.09e-01	-1.80	-5.0542	-4.99e-02	dacC
ydeJ	0.33291	1.09e-01	1.80	-5.0564	7.77e-02	ydeJ
yeiL	0.33291	1.09e-01	-1.80	-5.0569	-5.03e-02	yeiL
gabD	0.33291	1.09e-01	-1.80	-5.0577	-5.00e-02	gabD
hybB	0.33291	1.09e-01	1.80	-5.0581	6.51e-02	hybB
ycgK	0.33291	1.09e-01	1.80	-5.0584	1.20e-01	ycgK
mutL	0.33414	1.10e-01	1.79	-5.063	3.44e-02	mutL
ybdO	0.33414	1.10e-01	1.79	-5.0631	7.99e-02	ybdO
ydhO	0.33432	1.10e-01	1.79	-5.0649	3.23e-02	ydhO
ppiC	0.33432	1.10e-01	-1.79	-5.0651	-3.75e-02	ppiC
ydgA	0.33432	1.10e-01	-1.79	-5.0654	-5.19e-02	ydgA
cdaR	0.33473	1.10e-01	1.79	-5.0678	7.10e-02	cdaR
yihM	0.33473	1.11e-01	1.79	-5.0683	1.02e-01	yihM
bolA	0.33473	1.11e-01	-1.79	-5.0684	-7.27e-02	bolA
ribD	0.3351	1.11e-01	-1.79	-5.0713	-2.56e-02	ribD
ychS	0.3351	1.11e-01	1.79	-5.0713	7.50e-02	ychS
yeaZ	0.3351	1.11e-01	1.79	-5.0718	6.87e-02	yeaZ
yjiG	0.3351	1.11e-01	-1.79	-5.0719	-5.68e-02	yjiG
djlC	0.33512	1.11e-01	-1.79	-5.0726	-3.99e-02	djlC
ilvL	0.33521	1.11e-01	-1.79	-5.0739	-8.83e-02	ilvL
mhpB	0.33521	1.11e-01	-1.78	-5.074	-8.29e-02	mhpB
paaD	0.3355	1.11e-01	-1.78	-5.0754	-1.32e-01	paaD
yicL	0.33609	1.12e-01	1.78	-5.0777	4.13e-02	yicL
yfhB	0.33609	1.12e-01	-1.78	-5.0782	-4.51e-02	yfhB
htrL	0.33653	1.12e-01	1.78	-5.0801	6.74e-02	htrL
dkgA	0.33653	1.12e-01	-1.78	-5.0807	-5.40e-02	dkgA
entB	0.33734	1.12e-01	1.78	-5.0835	8.07e-02	entB
usg	0.33857	1.13e-01	-1.78	-5.0875	-3.06e-02	usg
yfbH	0.33857	1.13e-01	1.77	-5.0884	4.77e-02	yfbH
narQ	0.33857	1.13e-01	1.77	-5.0886	4.11e-02	narQ
cspD	0.33857	1.13e-01	1.77	-5.0899	7.79e-02	cspD
yhjH	0.33857	1.13e-01	-1.77	-5.0902	-7.91e-02	yhjH
hemD	0.33857	1.13e-01	-1.77	-5.0905	-3.35e-02	hemD
sufI	0.33891	1.13e-01	1.77	-5.092	4.41e-02	sufI
ahpF	0.33891	1.14e-01	1.77	-5.0926	5.57e-02	ahpF
puuD	0.33986	1.14e-01	-1.77	-5.0958	-1.39e-01	puuD
yfdP	0.33986	1.14e-01	-1.77	-5.0966	-3.61e-02	yfdP
rplM	0.33986	1.14e-01	-1.77	-5.097	-3.40e-02	rplM
yfcD	0.33986	1.14e-01	1.77	-5.0976	3.93e-02	yfcD
yddW	0.34005	1.14e-01	1.77	-5.0987	3.31e-02	yddW
truA	0.34034	1.15e-01	-1.77	-5.1005	-2.78e-02	truA
ycdG	0.34034	1.15e-01	-1.77	-5.1007	-2.76e-02	ycdG
fimC	0.3413	1.15e-01	1.76	-5.1038	3.18e-02	fimC
efp	0.34161	1.15e-01	1.76	-5.1053	5.54e-02	efp
grxA	0.343	1.16e-01	1.76	-5.1096	6.52e-02	grxA
yggM	0.34392	1.16e-01	-1.76	-5.1126	-3.17e-02	yggM
mbhA	0.34412	1.16e-01	1.76	-5.1137	8.95e-02	mbhA
aidB	0.34518	1.17e-01	-1.75	-5.1171	-8.92e-02	aidB
yohD	0.34561	1.17e-01	-1.75	-5.1188	-3.13e-02	yohD
yfcO	0.34564	1.17e-01	-1.75	-5.1195	-4.40e-02	yfcO
aes	0.34607	1.17e-01	1.75	-5.1229	4.62e-02	aes
yrhC	0.34607	1.18e-01	-1.75	-5.1239	-3.10e-02	yrhC
ydhR	0.34607	1.18e-01	1.75	-5.1244	5.20e-02	ydhR
luxS	0.34607	1.18e-01	-1.75	-5.1245	-3.52e-02	luxS
yacF	0.34607	1.18e-01	1.75	-5.1245	3.39e-02	yacF
damX	0.34607	1.18e-01	1.75	-5.1247	3.58e-02	damX
tdcF	0.34607	1.18e-01	1.75	-5.1248	2.52e-02	tdcF
hyfE	0.34682	1.18e-01	1.75	-5.1274	5.76e-02	hyfE
putP	0.34682	1.18e-01	1.75	-5.128	3.51e-02	putP
yfjR	0.34686	1.18e-01	-1.75	-5.1287	-9.08e-02	yfjR
acrE	0.347	1.18e-01	-1.75	-5.1297	-6.27e-02	acrE
kdgR	0.34769	1.19e-01	1.74	-5.132	4.65e-02	kdgR
mrcB	0.3478	1.19e-01	1.74	-5.1335	3.95e-02	mrcB
ygbF	0.3478	1.19e-01	1.74	-5.1337	3.47e-02	ygbF
apt	0.3478	1.19e-01	1.74	-5.1347	6.12e-02	apt
exuR	0.3478	1.19e-01	-1.74	-5.1347	-2.41e-02	exuR
deoC	0.34796	1.19e-01	-1.74	-5.1358	-4.96e-02	deoC
lsrF	0.34796	1.19e-01	1.74	-5.1363	5.54e-02	lsrF
yojL	0.3482	1.19e-01	-1.74	-5.1375	-4.76e-02	yojL
metW	0.35049	1.20e-01	1.73	-5.1447	5.23e-02	metW
xdhD	0.35049	1.20e-01	-1.73	-5.145	-4.09e-02	xdhD
ydgG	0.35049	1.20e-01	-1.73	-5.1452	-4.78e-02	ydgG
ndh	0.35084	1.21e-01	1.73	-5.147	1.05e-01	ndh
uxuB	0.35084	1.21e-01	-1.73	-5.1473	-3.03e-02	uxuB
aspV	0.35141	1.21e-01	1.73	-5.1494	2.25e-02	aspV
yihV	0.35169	1.21e-01	-1.73	-5.1507	-2.88e-02	yihV
frdB	0.35218	1.21e-01	-1.73	-5.1525	-7.19e-02	frdB
chbR	0.3527	1.22e-01	-1.73	-5.156	-3.83e-02	chbR
mhpF	0.3527	1.22e-01	1.73	-5.1563	5.21e-02	mhpF
yfeH	0.3527	1.22e-01	-1.73	-5.1564	-6.96e-02	yfeH
arsR	0.3527	1.22e-01	-1.73	-5.1564	-3.48e-02	arsR
yaiF	0.3527	1.22e-01	-1.73	-5.1568	-3.52e-02	yaiF
yifL	0.35296	1.22e-01	-1.72	-5.1581	-5.17e-02	yifL
priC	0.35359	1.22e-01	-1.72	-5.1603	-2.80e-02	priC
bioB	0.35367	1.22e-01	-1.72	-5.1611	-7.82e-02	bioB
insD	0.35393	1.23e-01	1.72	-5.1623	4.27e-02	insD
uxaC	0.35399	1.23e-01	-1.72	-5.1633	-4.22e-02	uxaC
yqjA	0.35399	1.23e-01	-1.72	-5.164	-2.53e-02	yqjA
ychA	0.35399	1.23e-01	1.72	-5.1644	3.32e-02	ychA
hyfH	0.35399	1.23e-01	-1.72	-5.165	-4.59e-02	hyfH
yabQ	0.35399	1.23e-01	1.72	-5.1654	5.90e-02	yabQ
yqhD	0.35443	1.23e-01	1.72	-5.1677	6.74e-02	yqhD
ynjE	0.35443	1.23e-01	-1.72	-5.1682	-3.64e-02	ynjE
sdaB	0.35443	1.23e-01	1.72	-5.1682	1.26e-01	sdaB
yebB	0.35476	1.24e-01	1.72	-5.1696	5.05e-02	yebB
dnaT	0.35572	1.24e-01	1.71	-5.1727	2.68e-02	dnaT
tolQ	0.35705	1.25e-01	1.71	-5.1766	3.22e-02	tolQ
ybjJ	0.35738	1.25e-01	1.71	-5.1783	2.49e-02	ybjJ
uxuA	0.35738	1.25e-01	-1.71	-5.1786	-4.77e-02	uxuA
dhaH	0.35827	1.25e-01	1.71	-5.1814	1.84e-01	dhaH
sgrS	0.35846	1.25e-01	-1.71	-5.1825	-9.84e-02	sgrS
ybdM	0.35885	1.26e-01	-1.71	-5.184	-4.69e-02	ybdM
yrbE	0.35891	1.26e-01	1.71	-5.1848	2.56e-02	yrbE
menD	0.35932	1.26e-01	-1.70	-5.1865	-3.36e-02	menD
ybcQ	0.35932	1.26e-01	-1.70	-5.1869	-6.91e-02	ybcQ
ytfP	0.35933	1.26e-01	-1.70	-5.1878	-2.95e-02	ytfP
lyxK	0.35933	1.26e-01	1.70	-5.1881	5.45e-02	lyxK
rpmD	0.36005	1.26e-01	-1.70	-5.1905	-4.30e-02	rpmD
tatB	0.36098	1.27e-01	-1.70	-5.1934	-3.25e-02	tatB
cyaY	0.36154	1.27e-01	-1.70	-5.1954	-5.49e-02	cyaY
ahpC	0.36212	1.27e-01	1.70	-5.1974	2.99e-02	ahpC
arsC	0.36239	1.28e-01	-1.69	-5.1989	-2.98e-02	arsC
cysI	0.36239	1.28e-01	-1.69	-5.1992	-5.42e-02	cysI
ffh	0.36298	1.28e-01	-1.69	-5.2012	-3.41e-02	ffh
yrbL	0.36411	1.28e-01	-1.69	-5.2046	-5.06e-02	yrbL
yjfK	0.36555	1.29e-01	1.69	-5.2087	7.07e-02	yjfK
pdxJ	0.36787	1.30e-01	-1.68	-5.2149	-5.49e-02	pdxJ
abrB	0.3681	1.30e-01	-1.68	-5.2161	-8.95e-02	abrB
rhaD	0.36811	1.30e-01	1.68	-5.2167	4.63e-02	rhaD
ykfB	0.36889	1.31e-01	-1.68	-5.2194	-4.73e-02	ykfB
argR	0.36889	1.31e-01	1.68	-5.2197	5.32e-02	argR
kefB	0.3689	1.31e-01	-1.68	-5.2206	-4.22e-02	kefB
cysZ	0.3689	1.31e-01	1.68	-5.221	4.37e-02	cysZ
ycgH_1	0.3689	1.31e-01	-1.68	-5.2218	-3.11e-02	ycgH_1
agaV	0.3689	1.31e-01	1.68	-5.2221	4.08e-02	agaV
hyfG	0.3689	1.31e-01	-1.68	-5.2226	-4.21e-02	hyfG
ygiH	0.37039	1.32e-01	-1.67	-5.2268	-2.77e-02	ygiH
btuE	0.37039	1.32e-01	-1.67	-5.2273	-2.99e-02	btuE
iadA	0.37042	1.32e-01	-1.67	-5.2279	-6.04e-02	iadA
ybiS	0.37048	1.32e-01	-1.67	-5.2296	-4.31e-02	ybiS
ileS	0.37048	1.32e-01	-1.67	-5.2296	-3.08e-02	ileS
rtn	0.37048	1.32e-01	1.67	-5.2298	2.83e-02	rtn
murD	0.37118	1.32e-01	1.67	-5.232	4.37e-02	murD
ycjT	0.37163	1.33e-01	-1.67	-5.2337	-4.02e-02	ycjT
sgbU	0.37294	1.33e-01	1.67	-5.2374	7.14e-02	sgbU
aroL	0.37334	1.33e-01	1.67	-5.2389	3.23e-02	aroL
cvpA	0.37471	1.34e-01	1.66	-5.2427	7.37e-02	cvpA
yqeG	0.37485	1.34e-01	1.66	-5.2436	5.53e-02	yqeG
yliI	0.37533	1.34e-01	-1.66	-5.2455	-3.92e-02	yliI
gloA	0.37533	1.35e-01	-1.66	-5.2459	-3.25e-02	gloA
talA	0.37533	1.35e-01	-1.66	-5.2465	-6.77e-02	talA
purL	0.37576	1.35e-01	1.66	-5.2481	4.36e-02	purL
yicH	0.37609	1.35e-01	-1.66	-5.2496	-4.56e-02	yicH
mppA	0.37609	1.35e-01	1.66	-5.2503	5.99e-02	mppA
yfcY	0.37609	1.35e-01	1.66	-5.2508	7.19e-02	yfcY
frdD	0.37609	1.35e-01	1.66	-5.2511	6.95e-02	frdD
rpiB	0.37652	1.36e-01	-1.66	-5.2526	-5.60e-02	rpiB
idnT	0.37702	1.36e-01	-1.65	-5.2549	-4.31e-02	idnT
ryeA	0.37702	1.36e-01	-1.65	-5.2559	-5.92e-02	ryeA
dusB	0.37702	1.36e-01	1.65	-5.256	2.86e-02	dusB
yaiC	0.37702	1.36e-01	-1.65	-5.256	-5.63e-02	yaiC
yfdR	0.37704	1.36e-01	-1.65	-5.2566	-2.87e-02	yfdR
phnB	0.37717	1.36e-01	-1.65	-5.2575	-1.12e-01	phnB
yjgX_2	0.37757	1.37e-01	1.65	-5.259	4.37e-02	yjgX_2
gspM	0.37803	1.37e-01	-1.65	-5.2608	-2.15e-01	gspM
ycgL	0.37803	1.37e-01	-1.65	-5.2612	-3.68e-02	ycgL
betB	0.37881	1.37e-01	-1.65	-5.2637	-7.88e-02	betB
moaE	0.37881	1.37e-01	1.65	-5.2646	4.18e-02	moaE
chbB	0.37881	1.38e-01	1.65	-5.2655	5.01e-02	chbB
yiaL	0.37881	1.38e-01	1.65	-5.2661	6.38e-02	yiaL
yciW	0.37881	1.38e-01	-1.65	-5.2662	-6.22e-02	yciW
yncG	0.37881	1.38e-01	-1.65	-5.2663	-6.10e-02	yncG
valU	0.37964	1.38e-01	1.64	-5.2688	5.10e-02	valU
glgS	0.38268	1.39e-01	-1.64	-5.2767	-1.03e-01	glgS
rpsF	0.38268	1.39e-01	-1.64	-5.277	-2.87e-02	rpsF
araG	0.38322	1.40e-01	-1.64	-5.2789	-4.56e-02	araG
fdnG	0.38327	1.40e-01	-1.64	-5.2795	-7.84e-02	fdnG
ygdH	0.38331	1.40e-01	-1.63	-5.2803	-3.90e-02	ygdH
yjhA	0.38331	1.40e-01	-1.63	-5.2807	-3.23e-02	yjhA
rseA	0.38341	1.40e-01	-1.63	-5.2815	-5.55e-02	rseA
ycfP	0.38397	1.40e-01	-1.63	-5.2833	-3.70e-02	ycfP
yhcO	0.38417	1.41e-01	-1.63	-5.2848	-5.73e-02	yhcO
yehY	0.38417	1.41e-01	-1.63	-5.285	-5.02e-02	yehY
yhiO	0.38417	1.41e-01	-1.63	-5.2854	-7.49e-02	yhiO
yfaY	0.38417	1.41e-01	-1.63	-5.2861	-4.32e-02	yfaY
yahO	0.38417	1.41e-01	-1.63	-5.2872	-7.24e-02	yahO
zraP	0.38417	1.41e-01	-1.63	-5.2872	-1.15e-01	zraP
arpB	0.38417	1.41e-01	1.63	-5.2881	2.42e-02	arpB
fucU	0.38417	1.41e-01	1.63	-5.2881	6.25e-02	fucU
ygfU	0.38538	1.42e-01	1.63	-5.2915	1.41e-01	ygfU
yneJ	0.38538	1.42e-01	1.63	-5.292	3.87e-02	yneJ
metZ	0.38579	1.42e-01	1.62	-5.2937	5.83e-02	metZ
otsA	0.38579	1.42e-01	-1.62	-5.2941	-7.57e-02	otsA
yehI	0.38579	1.42e-01	-1.62	-5.2946	-7.05e-02	yehI
yejK	0.38579	1.42e-01	1.62	-5.2951	3.24e-02	yejK
rpmF	0.38584	1.42e-01	1.62	-5.2958	2.92e-02	rpmF
ribC	0.38597	1.42e-01	-1.62	-5.2966	-2.97e-02	ribC
htrE	0.38697	1.43e-01	1.62	-5.2995	6.62e-02	htrE
xylA	0.38705	1.43e-01	1.62	-5.3005	5.03e-02	xylA
yfgM	0.38705	1.43e-01	-1.62	-5.3007	-3.67e-02	yfgM
ybhA	0.38792	1.43e-01	1.62	-5.3032	3.85e-02	ybhA
yfiK	0.38931	1.44e-01	-1.62	-5.307	-5.20e-02	yfiK
rpsN	0.38931	1.44e-01	1.61	-5.3082	2.30e-02	rpsN
dctA	0.38931	1.44e-01	1.61	-5.3084	1.87e-01	dctA
yccU	0.38931	1.44e-01	-1.61	-5.3086	-3.88e-02	yccU
ybjT	0.38966	1.45e-01	-1.61	-5.3099	-3.93e-02	ybjT
yfjK	0.3907	1.45e-01	-1.61	-5.3128	-4.87e-02	yfjK
yrdD	0.39137	1.45e-01	-1.61	-5.315	-3.07e-02	yrdD
rrfF	0.39137	1.46e-01	-1.61	-5.3159	-2.36e-02	rrfF
ygcG	0.39137	1.46e-01	1.61	-5.3159	5.87e-02	ygcG
yicG	0.39156	1.46e-01	1.61	-5.317	4.70e-02	yicG
