ID	logFC	Gene.symbol
208637_x_at	0.47951186	ACTN1
208206_s_at	0.44845427	RASGRP2
1559988_at	0.33672614	ZNF483
201867_s_at	-0.35644237	TBL1X
205434_s_at	0.34405957	AAK1
214462_at	-0.39450538	SOCS6
232953_at	0.3326394	LINC00266-1
236454_at	0.30696642	RNF212
204853_at	-0.34244245	ORC2
218254_s_at	-0.57743657	SAR1B
233296_x_at	0.42599331	
231075_x_at	0.48689571	ABI2
212043_at	0.27348462	TGOLN2
203099_s_at	-0.29731763	CDYL
212899_at	-0.37349837	CDK19
218136_s_at	0.32928503	SLC25A37
224648_at	0.36613153	GPBP1
210625_s_at	-0.27766231	AKAP1
235543_at	0.41669434	LOC102723779
37408_at	0.45769308	MRC2
41047_at	-0.51731404	C9orf16
208743_s_at	-0.36838818	YWHAB
1557350_at	0.4392237	G3BP1
207688_s_at	-0.42667213	INHBC
227801_at	-0.72641998	TRIM59
231325_at	0.29866224	UNC5D
47083_at	-0.23958745	C7orf26
208024_s_at	-0.39264045	DGCR6L///DGCR6
226066_at	-0.63129142	MITF
206484_s_at	0.29951218	XPNPEP2
202706_s_at	-0.4081536	UMPS
210278_s_at	0.3766264	AP4S1
1559256_at	-0.33123695	MAGI1
239938_x_at	0.5367121	
1565661_x_at	-0.27413285	FUT6
202714_s_at	-0.31265944	KIAA0391
223855_s_at	0.49790682	MCHR1
214215_s_at	-0.28313428	LARP4B
212368_at	0.44974643	ZNF292
239401_at	0.32902896	
223531_x_at	-0.32447456	GPR89A///GPR89B
239027_at	0.37717083	DOCK8
214122_at	0.31956553	PDLIM7
235585_at	0.3389606	DR1
215424_s_at	-0.26165256	SNW1
1559889_at	0.49220574	
208833_s_at	-0.32405969	ATXN10
225324_at	-0.32234603	CRLS1
225221_at	-0.28147632	ZKSCAN1
215651_at	0.30072032	
238356_at	0.58287214	DOCK11
233613_x_at	0.31527465	REXO2
214481_at	-0.39629221	HIST1H2AM
209505_at	0.60380908	NR2F1
1555102_at	0.35867121	FGF7
238054_at	-0.26940402	ADPRHL1
235678_at	0.44719181	GM2A
204588_s_at	0.4678002	SLC7A7
235235_s_at	-0.29250881	PATL1
215044_s_at	-0.41889914	STAM2
210299_s_at	0.53900161	FHL1
210672_s_at	-0.32099871	NPRL3
225767_at	-1.06670728	RNA45S5
214301_s_at	-0.25718464	DPYSL4
244456_at	-0.28715251	
1570541_s_at	0.26636935	GBP1P1
201603_at	0.37313604	PPP1R12A
213926_s_at	0.38904601	AGFG1
231397_at	-0.38325824	PLPPR5
201640_x_at	-0.25475498	CLPTM1
1555065_x_at	0.30337312	USP32///USP6
206864_s_at	0.33291544	HRK
244032_at	-0.28860328	
221798_x_at	-0.21439617	
239692_at	0.36775729	
208704_x_at	0.33494062	APLP2
230670_at	0.73147746	IGSF10
202325_s_at	-0.33034564	ATP5J
230629_s_at	0.39538486	EP400
1565693_at	0.20641817	DTYMK
1563601_at	0.35354477	
220866_at	-0.40849512	ADAMTS6
65591_at	-0.19020209	WDR48
212193_s_at	-0.25382711	LARP1
235461_at	0.87962187	TET2
208168_s_at	1.05541002	CHIT1
1562899_at	-0.27961012	
208009_s_at	-0.26788658	ARHGEF16
244551_at	0.35824495	ZNF736
1552337_s_at	0.33187905	HOXD4
202396_at	-0.42705386	TCERG1
229880_at	0.39779694	
1556194_a_at	0.59442617	HSPA4L
220778_x_at	0.24188548	SEMA6B
230836_at	0.71103509	ST8SIA4
1558787_a_at	-0.36452	TSPAN3
206713_at	-0.30188217	NTNG1
238994_at	-0.33757095	OTUD7B
1558094_s_at	0.4367392	CCDC174
217100_s_at	-0.35545968	UBXN7
202019_s_at	-0.29994475	LANCL1
203922_s_at	0.4899075	CYBB
202721_s_at	-0.5089159	GFPT1
230071_at	0.52050266	SEPT11
225986_x_at	-0.2953704	CPSF2
232144_at	0.32999282	
229895_s_at	-0.53133316	
204174_at	0.65703735	ALOX5AP
203548_s_at	0.83196607	LPL
201024_x_at	0.28962717	EIF5B
204855_at	-0.5357846	SERPINB5
231786_at	-0.50517012	HOXA13
228515_at	-0.42589152	LOC90784///POLR1A
229197_at	-0.29123267	ING5
204879_at	0.37532349	PDPN
210269_s_at	0.31205379	AKAP17A
238040_at	0.48141983	
224829_at	0.87017277	CPEB4
214355_x_at	-0.43774365	CTAGE8///CTAGE4///CTAGE9///CTAGE15
206869_at	-0.32675421	CHAD
207926_at	0.36881373	GP5
209095_at	-0.46304	DLD
200806_s_at	-0.51463353	HSPD1
234954_at	-0.48926086	
208848_at	-0.29661795	ADH5
203578_s_at	-0.33115311	SLC7A6
222262_s_at	-0.6896418	ETNK1
209918_at	0.27729046	GGTLC2
226545_at	-0.60980478	CD109
220947_s_at	-0.27001799	TBC1D10B
214735_at	0.33475525	IPCEF1
1559883_s_at	-0.63954226	SAMHD1
223112_s_at	-0.39955593	NDUFB10
216248_s_at	1.74983223	NR4A2
221975_s_at	0.26192673	C21orf2
200698_at	-0.47884282	KDELR2
1554667_s_at	-0.32018672	METTL8
1565638_at	0.6529425	PMP22
1558943_x_at	0.35384612	ZNF765
225819_at	0.33424967	TBRG1
202689_at	-0.24484227	RBM15B
230908_at	0.43166073	TACR1
215296_at	0.33330302	CDC42BPA
34260_at	-0.29758697	TELO2
207154_at	0.31613258	DIO3
205591_at	-1.09281598	OLFM1
224671_at	0.29872935	MRPL10
208715_at	-0.27439064	TMCO1
237131_at	-0.50063723	RIIAD1
200988_s_at	-0.32704697	PSME3
202121_s_at	-0.27769113	CHMP2A
200740_s_at	-0.28283799	SUMO3
240139_at	-0.56148977	
214737_x_at	-0.26278957	HNRNPC
213746_s_at	0.47228189	FLNA
200682_s_at	-0.41016797	UBE2L3
209448_at	0.66470323	HTATIP2
214991_s_at	-0.30919466	PIGO
222393_s_at	-0.57208545	NAA50
211865_s_at	-0.27139551	FZR1
203776_at	-0.2458195	GPKOW
218387_s_at	-0.36343253	PGLS
203113_s_at	0.35375996	EEF1D
1568593_a_at	-0.28862803	NUDT16P1
244838_at	0.4782252	
206468_s_at	-0.38132217	METTL13
241836_x_at	-0.39032338	CEP97
1552735_at	0.55361053	PCDHGA4
228046_at	0.51478615	ZNF827
226870_at	-0.24772558	COMTD1
227568_at	0.52747718	HECTD2
244690_at	-0.47937542	
233124_s_at	-0.51962158	ECHDC1
227667_at	-0.41324711	CUEDC1
231725_at	-0.72677862	PCDHB2
206272_at	0.38106964	SPHAR///RAB4A
205462_s_at	-0.42861385	HPCAL1
232954_at	-0.27694149	
210535_at	-0.27896451	B9D1
201413_at	-0.34323405	HSD17B4
222376_at	0.2961297	
200841_s_at	-0.35908769	EPRS
228134_at	-0.23857282	MYH11
217792_at	0.32204358	SNX5
229082_at	-0.47793799	CCDC125
218043_s_at	0.39996773	AZI2
235891_at	0.58371095	DNM3OS
213927_at	-0.48072417	MAP3K9
211552_s_at	-0.36773426	ALDH4A1
219857_at	-0.47457625	PLEKHS1
214210_at	0.28177712	SLC25A17
236328_at	0.32727504	ZNF806///ZNF285
AFFX-LysX-5_at	0.6269173	
218888_s_at	-0.922953	NETO2
226894_at	-0.41444733	SLC35A3
217790_s_at	-0.68576858	SSR3
204401_at	-0.51147068	KCNN4
223111_x_at	0.31718497	ARID4B
231892_at	-0.38338087	ARHGEF39
214466_at	0.3797955	GJA5
231876_at	0.31824498	TRIM56
218128_at	0.41607535	NFYB
202467_s_at	0.24441052	COPS2
202604_x_at	-0.52233181	ADAM10
213565_s_at	0.29924953	SMAD6
222200_s_at	0.31317078	BSDC1
238340_at	-0.25558658	DCAF8
203239_s_at	-0.2856975	CNOT3
201163_s_at	0.38671113	IGFBP7
206838_at	0.39876596	TBX19
230204_at	-0.58688451	HAPLN1
1567065_at	-0.27373691	OR1Q1
219093_at	0.91215933	PID1
213785_at	0.29522081	IPO9
231131_at	0.27589127	FAM133A
227424_x_at	-0.39818177	URB1-AS1
242207_at	-0.29219687	LOC100128361///CENPP
207425_s_at	-0.36799283	SEPT9
204165_at	0.46481566	WASF1
225259_at	0.34407372	RAB6B
236379_at	0.45088692	
204917_s_at	-0.3275127	MLLT3
229443_at	-0.311075	UQCC2
227821_at	0.37740815	LGI4
223553_s_at	0.4564799	DOK3
202185_at	-0.31711291	PLOD3
225138_at	0.29923487	ZRANB1
1559121_s_at	-0.29908547	
208707_at	0.58612446	EIF5
201361_at	0.33485146	TMEM109
229571_at	0.36263672	
200628_s_at	-0.46710282	WARS
1555347_at	-0.37892136	PDXDC1
209269_s_at	-0.46746129	SYK
219191_s_at	0.56647756	BIN2
1556492_a_at	0.3027264	PIAS2
243708_at	0.38918179	TMEM132E
202983_at	0.48058647	HLTF
217899_at	-0.33286408	TMEM214
229792_at	-0.31932479	KLHL17
227000_at	0.35586858	MTURN
212781_at	0.41480372	RBBP6
238570_at	-0.34569559	
209193_at	0.75033486	PIM1
205418_at	0.31558272	FES
229123_at	0.41207748	ZNF224
1556331_a_at	-0.49729642	
210026_s_at	-0.62214279	CARD10
215640_at	0.28446461	TBC1D2B
226876_at	0.58670229	FAM101B
223186_at	-0.29140553	TMEM189-UBE2V1///TMEM189///UBE2V1
213268_at	-0.70428857	CAMTA1
225594_at	0.57629473	CREBZF
242749_at	-0.30043285	
213900_at	-0.85963168	FAM189A2
219204_s_at	-0.51401201	SRR
225499_at	-0.39682407	RALGAPA2
220934_s_at	-0.30663876	TMEM223
212968_at	0.33531562	RFNG
233174_at	-0.32504116	LOC100287015
208459_s_at	-0.29653359	XPO7
231262_at	0.38911629	
201668_x_at	-0.53616147	MARCKS
210784_x_at	0.44311088	LILRB3
202209_at	-0.39744315	LSM3
1557796_at	-0.23834161	FAR2
224609_at	-0.36130105	SLC44A2
216000_at	-0.42031421	
229605_at	0.26127664	CYB5RL
216561_x_at	-0.28006597	SOX5P1
201629_s_at	-0.56466613	ACP1
233765_at	0.24556043	
223706_at	-0.29626312	C22orf23
1559584_a_at	0.90536316	C16orf54
200763_s_at	0.2023066	RPLP1
244149_at	0.42300345	MYL9
219747_at	0.96525877	NDNF
205490_x_at	-0.28347192	GJB3
1555896_a_at	-0.29633196	ADAM15
231227_at	-0.8745584	
214533_at	0.56074966	CMA1
1556336_at	0.49983495	LOC101928747///RBMX///SNORD61
240626_at	-0.46613262	
202051_s_at	0.30560843	ZMYM4
205342_s_at	-0.56651513	SULT1C2
205888_s_at	0.45315262	JAKMIP2
238569_at	0.32864406	GABBR1
206163_at	0.32612294	MIR548F5///MAB21L1
214720_x_at	0.45037537	SEPT10
211434_s_at	0.35764688	CCRL2
203654_s_at	-0.25723569	COIL
243024_at	-0.36017869	ZNF394
202764_at	-0.2494277	STIM1
208706_s_at	0.47631378	EIF5
1570290_at	-0.26288949	
205559_s_at	-1.24918821	PCSK5
231999_at	0.29143548	ANKRD11
211633_x_at	0.91430131	
222684_s_at	-0.31910129	NOL10
1561221_x_at	-0.31682537	LOC728099
232660_at	-0.40931586	BAD
225637_at	0.32458851	DEF8
231943_at	0.43046516	ZFP28
200948_at	-0.34075511	MLF2
210292_s_at	0.7301885	PCDH11Y///PCDH11X
231302_at	0.32026061	
228107_at	0.35142588	C8orf88
216250_s_at	0.41359696	LPXN
220957_at	-0.24545846	CTAGE1
1557165_s_at	-0.32041949	KLHL18
234419_x_at	0.39493814	LOC100293211///IGHV4-31///IGHM///IGHG3///IGHG1///IGHA1
218397_at	-0.45128008	FANCL
228699_at	0.32639896	NRP2
231164_at	0.40550181	ABCA17P
219883_at	-0.38241838	TEX40
242607_at	0.42227301	
211687_x_at	-0.51166964	KIR3DL1
222164_at	0.61654252	FGFR1
208296_x_at	0.7864714	TNFAIP8
225885_at	0.5942652	EEA1
230959_at	0.5226497	
220262_s_at	-0.31458822	DLK2
242356_at	-0.25507133	VTI1A
212849_at	-0.20014514	AXIN1
238443_at	-0.48361829	TFAM
231366_at	-0.41787455	FDPSP2
1570351_at	-0.64106283	ADAMTS6
203938_s_at	0.30399583	TAF1C
216602_s_at	-0.42824318	FARSA
235864_at	0.3845311	ATP6V1D
206095_s_at	-0.35315637	SRSF10
213664_at	-1.4414867	SLC1A1
210916_s_at	-0.5899463	CD44
209211_at	-0.92075757	KLF5
1552306_at	-0.40266056	ALG10
1562112_at	0.28904176	
213179_at	-0.26643045	CNOT9
244534_at	0.4550369	
229470_at	0.45376042	
242877_at	0.43961042	
240059_at	-0.30320103	
215974_at	-0.27974011	HCG4B
220117_at	0.42561212	ZNF385D
223639_s_at	-0.34945326	ZNRD1
229622_at	-0.40386979	ERFE
209066_x_at	0.27038721	UQCRB
204202_at	-0.34558675	IQCE
239209_at	-0.33730665	
222894_x_at	-0.28944822	NDUFAF5
1570552_at	-0.45691706	
219125_s_at	-0.42030334	SLC50A1
207484_s_at	-0.2554086	EHMT2
244740_at	0.37753439	
215710_at	0.29769096	ST3GAL4
219081_at	-0.27014948	ANKHD1-EIF4EBP3///ANKHD1
225399_at	-0.40509046	TSEN15
234294_x_at	-0.41663031	GATAD2A
230201_at	0.39109047	FXR1
214092_x_at	-0.32145745	SUGP2
1561596_at	0.5728173	
233089_at	-0.3227429	QRSL1
233819_s_at	0.48043571	LTN1
218538_s_at	-0.39640953	MRS2
235788_at	-0.42246333	HCG18
224691_at	-0.32940948	UHMK1
223840_s_at	0.31887887	SPATA9
202513_s_at	-0.27043017	PPP2R5D
230298_at	0.47900205	MBLAC2
230857_s_at	-0.2431736	ZNF497
227584_at	0.41669308	NAV1
212698_s_at	0.44277164	SEPT10
223244_s_at	-0.39152743	NDUFA12
200689_x_at	-0.21411371	MIR3654///EEF1G
1560014_s_at	-0.31641659	PDXDC1
216836_s_at	-0.27056049	ERBB2
218930_s_at	-0.30373584	TMEM106B
220330_s_at	0.9921525	SAMSN1
221147_x_at	-0.24762327	WWOX
219068_x_at	-0.30263229	ATAD3B///ATAD3A
206253_at	0.43428555	DLG2
226574_at	-0.35178306	PSPC1
221877_at	-0.26785419	IRGQ
232606_at	0.84762626	ANK2
228236_at	-0.38805095	SLC52A3
206927_s_at	-0.41307163	GUCY1A2
1561262_at	-0.30258917	LINC01516
217550_at	0.34410721	ATF6
243421_at	0.43305282	
202420_s_at	-0.25547389	DHX9
209467_s_at	0.23729601	MKNK1
215616_s_at	-0.26318251	KDM4B
205198_s_at	0.52273564	ATP7A
211133_x_at	0.35653915	LILRB3
226831_at	0.2917323	SLC25A46
1565639_a_at	0.53970516	PMP22
208476_s_at	0.35504617	FRMD4A
239463_at	-0.38486064	
219312_s_at	-0.61970721	ZBTB10
239991_at	-0.34616058	
225155_at	0.43976773	SNORD50B///SNHG5///SNORD50A
205288_at	-0.46712146	CDC14A
1559161_at	-0.29952183	
1554482_a_at	-0.57741049	SAR1B
226245_at	-0.41171396	KCTD1
201737_s_at	0.49089614	MARCH6
239231_at	-0.4282922	ZNF101
227908_at	-0.34679534	TBC1D24
219636_s_at	0.28703945	ARMC9
240758_at	-0.51117207	
238652_at	0.32505042	
243586_at	-0.42511687	
223773_s_at	0.37104052	SNORA16A///SNORA61///SNORA44///SNHG12
204827_s_at	-0.41667337	CCNF
240939_x_at	-0.35222542	
1552568_at	-0.24054118	RTP3
239552_at	-0.50585732	VWDE
211458_s_at	1.13258845	GABARAPL3///GABARAPL1
241164_at	-0.36378313	CHCHD3
228386_s_at	0.31824598	DDX59
223555_at	-0.39726664	GON4L
232068_s_at	0.90234277	TLR4
1555705_a_at	-0.35514181	CMTM3
212418_at	-0.27447888	ELF1
243537_at	0.31064999	
243299_at	-0.43926135	
230734_x_at	0.38180766	STRN
213938_at	0.58561632	ERC2
215307_at	0.41475234	ZNF529
236577_at	0.50545679	PRDM6
39891_at	-0.24179682	ZNF710
219575_s_at	-0.47639533	COG8///PDF
203143_s_at	-0.25917437	KIAA0040
206403_at	-0.35738296	ZNF536
235222_x_at	-0.27375865	XIAP
217730_at	0.51383559	MIR6513///TMBIM1
232767_at	-0.29561668	CADM1
234086_at	0.4208182	
229215_at	-0.35867781	ASCL2
222522_x_at	-0.35241497	MRPS10
232264_at	0.39181746	
1558423_at	-0.28502047	LINC00265
215425_at	-0.34455704	BTG3
1557278_s_at	0.38962373	TNPO1
211659_at	0.34112268	GPR135
209005_at	0.31764687	FBXL5
238526_at	-0.28034438	RAB3IP
206356_s_at	0.27877967	GNAL
227089_at	-0.33989303	COG5
243957_at	0.48397786	LOC100128108
216541_x_at	0.40231187	IGHM///IGHG1
1556186_s_at	-0.30986236	EMC1
218079_s_at	0.27916471	GGNBP2
205564_at	-1.39997033	PAGE4
223264_at	-0.37142033	MESDC1
1555752_at	-0.26959114	STH
1555270_a_at	0.38260444	WFS1
219084_at	-0.23185981	NSD1
222133_s_at	0.43312208	PHF20L1
219667_s_at	-0.34671552	BANK1
215185_at	-0.41358573	LINC00963
209404_s_at	-0.46141391	TMED7-TICAM2///TMED7
1557149_at	-0.31892464	LOC107984282
227592_at	-0.27691923	ALDH16A1
244761_at	0.42082777	C5orf63
226914_at	-0.3939427	ARPC5L
240407_at	-0.383177	LOC100126784
221538_s_at	0.31275737	PLXNA1
209757_s_at	0.49622457	MYCN
213172_at	-0.44023603	TTC9
202000_at	-0.33451466	NDUFA6
1554017_at	-0.27414263	RILPL1///SNRNP35
228454_at	0.36900141	LCOR
237465_at	-0.79783905	USP53
202233_s_at	-0.2843349	UQCRHL///UQCRH
229940_at	-0.37466549	SETD3
215178_x_at	-0.30954348	NAAA
1560750_at	-0.23179681	LOC151121
215555_at	1.02877441	
203219_s_at	-0.38410793	APRT
227351_at	0.35101704	LOC101930115///C16orf52///VWA3A
239874_at	0.31546545	PDE8A
204679_at	-0.66399687	KCNK1
1553540_a_at	-0.29547478	SLC29A2
236160_at	0.23474596	TRIP11
230702_at	-0.25249221	
205621_at	-0.28838024	ALKBH1
211985_s_at	0.34623837	CALM3///CALM2///CALM1
241008_at	0.34242738	
1558953_s_at	0.35449959	CEP164
226990_at	-0.33950255	CAPRIN1
222422_s_at	-0.39538083	NDFIP1
202915_s_at	0.3559434	FAM20B
203132_at	-0.46527213	RB1
1552685_a_at	-0.34899945	GRHL1
1554640_at	0.79197038	PALM2
220782_x_at	-0.23355409	KLK12
204118_at	0.41085453	CD48
228239_at	0.425261	SMIM11A
231991_at	0.33993988	CCM2L
214450_at	-0.61665799	CTSW
235384_at	-0.47021327	NUDT19
1565162_s_at	-2.04975332	MGST1
236358_at	-0.41266488	
201160_s_at	0.60523741	YBX3
223753_s_at	-0.57035547	CFC1B///CFC1
224735_at	0.47558156	CYB561A3
231384_at	0.3578483	GRIN2A
204669_s_at	-0.44328137	RNF24
206934_at	-0.22306671	SIRPB1
233814_at	-0.55341762	EFNA5
235721_at	0.38556213	DTX3
224400_s_at	-0.3000835	CHST9
222941_at	-0.49896528	USP46
206284_x_at	0.27439241	CLTB
208454_s_at	0.45230208	CPQ
201670_s_at	-0.44627837	MARCKS
203474_at	-0.6738443	IQGAP2
241518_at	-0.28986778	
215283_at	0.27906237	LINC00667
240258_at	-0.47497368	ENO1
212723_at	0.40198178	JMJD6
1554636_at	0.8940793	
203714_s_at	-0.30263107	TBCE
1561820_at	0.36640128	SCN8A
203075_at	0.24931579	SMAD2
236715_x_at	0.37512683	UACA
217055_x_at	-0.24623932	SLC1A2
209136_s_at	-0.34358344	USP10
204633_s_at	-0.73419453	RPS6KA5
212921_at	-0.52785786	SMYD2
227345_at	0.4637851	TNFRSF10D
244636_at	0.58541513	
209481_at	0.35677616	SNRK
229693_at	-0.3249613	TMEM220
209730_at	-0.26667706	SEMA3F
227062_at	0.63873045	MIR612///NEAT1
214179_s_at	0.27591817	NFE2L1
210534_s_at	-0.60263623	B9D1
219916_s_at	-0.32898638	RNF39
206132_at	0.54037427	MCC
217257_at	0.32279264	SH3BP2
209361_s_at	-0.29548969	PCBP4
227422_at	0.27884924	STRN
233336_at	0.4444779	
204560_at	0.78188285	FKBP5
1564227_at	0.38495058	
222998_at	0.31304897	MAF1
242286_at	0.32473813	GRIN2A
204423_at	-0.31361168	MKLN1
218751_s_at	0.36993565	FBXW7
228441_s_at	0.37314846	
216929_x_at	0.43147448	ABO
220688_s_at	-0.47497308	MRTO4
1557196_a_at	0.65345146	
226783_at	0.32090715	PHYKPL
234786_at	0.36963274	
206924_at	0.49518213	IL11
206003_at	0.45055364	CEP135
223947_s_at	-0.31858456	MED23
212953_x_at	-0.34637429	CALR
1562307_at	-0.64175306	
1562648_at	0.35774551	CCDC88A
1570151_at	-0.45080119	
228050_at	-0.4536441	UTP15
222139_at	-0.69664084	ERV3-2
223729_at	-0.26522833	CECR2
229491_at	0.27671139	SLC9B2
215512_at	-0.35762514	MARCH6
212143_s_at	1.19520983	IGFBP3
200730_s_at	-0.86990798	PTP4A1
200041_s_at	-0.30871322	ATP6V1G2-DDX39B///SNORD84///DDX39B
240680_at	-0.30946408	
240845_at	0.36924517	
230330_at	0.28495071	PPM1D
201950_x_at	0.3010064	CAPZB
224027_at	-0.3507346	CCL28
218388_at	-0.40707035	PGLS
209715_at	0.64669646	CBX5
230715_at	0.36857299	ZNF518B
1555837_s_at	-0.24325919	POLR2B
227136_s_at	-0.31873331	CACUL1
207957_s_at	0.34689844	PRKCB
218223_s_at	0.40174322	PLEKHO1
1564112_at	-0.24545342	FAM71A
1555542_at	0.23580516	AFAP1L1
1555679_a_at	-0.56127646	RTN4IP1
201868_s_at	-0.37366209	TBL1X
1555363_s_at	0.67103982	LINC00663
229676_at	-0.42066669	MTPAP
221899_at	0.49828705	N4BP2L2
227969_at	0.33254595	PCBP1-AS1
222791_at	0.50530101	RSBN1
240389_at	-0.40676092	TRPM6
200685_at	0.41927301	SRSF11
230708_at	-0.45420527	PRICKLE1
1552327_at	0.65642453	ARMCX4
226958_s_at	-0.32964396	MED11
244183_x_at	-0.41381858	PCDHB3
223846_at	0.35562543	AZI2
212198_s_at	-0.26243646	TM9SF4
217549_at	0.42779227	NCKAP1L
201973_s_at	-0.22737391	CCZ1B///CCZ1
209765_at	0.31122464	ADAM19
214821_at	0.37579977	SLC25A4
229896_at	-0.28578776	LOC101926943
1553299_at	0.37317177	DUSP5P1
242689_at	-0.25195964	RALGPS1
221833_at	0.45103441	LOC100507577///LONP2///SIAH1
211763_s_at	0.36362976	UBE2B
241554_at	0.357733	
201944_at	0.35321976	HEXB
227767_at	0.31451532	CSNK1G3
232418_at	-0.43977503	LZTFL1
232172_at	-0.30893935	CD99P1
235756_at	-0.4480235	
222039_at	-1.10762948	KIF18B
204437_s_at	-0.82524092	FOLR1
230061_at	0.46698482	TM4SF18
235546_at	-0.32628238	SPINT1
215130_s_at	-0.30700801	IQCK
227049_at	0.3531766	ZADH2
220914_at	-0.28303451	
241147_at	0.22510776	
220208_at	-0.24364649	ADAMTS13
1568782_at	-0.31504494	RP2
201231_s_at	-0.61536734	ENO1
235918_x_at	-0.49076909	CEP97
231975_s_at	-0.37952894	MIER3
1558290_a_at	0.35487021	MIR1204///PVT1
1567706_at	-0.71987239	
208247_at	0.32307303	ERC2-IT1
220477_s_at	-0.36540914	TMEM230
228926_s_at	0.41953699	SMARCA2
218737_at	-0.39880849	SBNO1
212148_at	0.4051574	PBX1
1553545_at	-0.37236826	ILDR1
210119_at	0.45274305	KCNJ15
1559425_at	0.50278015	
244292_at	0.55084882	
243732_at	0.36178733	
1558214_s_at	-0.65099141	CTNNA1
1558484_s_at	-0.27661922	LRRC27
1558678_s_at	0.33380735	MALAT1
227620_at	0.45783218	SLC44A1
1562904_s_at	-0.36164022	FAM86B3P
239614_x_at	0.6826404	
219958_at	0.29799387	TMEM74B
243790_at	0.32692945	ZNF585A
1562051_at	-0.60373502	LOC729296///MIR646HG
228363_at	-0.26571062	XIAP
213562_s_at	-0.61966975	SQLE
223290_at	-0.36930963	PDXP///SH3BP1
232383_at	0.54570291	TFEC
209907_s_at	0.33637841	ITSN2
1555571_at	0.33555437	IMMP2L
213727_x_at	-0.30476385	MPPE1
237916_at	0.37279186	
1558062_at	-0.29286261	FBXO10
231710_at	-0.28781784	CAPS
202805_s_at	-0.48263423	ABCC1
214086_s_at	-0.33817665	PARP2
215898_at	-0.52971118	TTLL5
203985_at	-0.22025403	ZNF212
229626_at	0.3745672	CCDC184
238430_x_at	-0.53997617	SLFN5
202558_s_at	-0.41018097	HSPA13
241109_at	-0.32452099	
1569594_a_at	0.31109427	NEMF
239700_at	-0.30793198	ZNF710
203378_at	0.50048225	PCF11
211725_s_at	-0.38863381	BID
1552914_a_at	-0.39652307	CD276
1569998_at	-0.29854248	MMD2
220890_s_at	-0.21332104	APOLD1///DDX47
1561479_at	0.39052206	
218482_at	-0.27270611	ENY2
225329_at	0.27955294	MCRIP1
226516_at	-0.3712688	MFSD12
236562_at	0.36910972	ZNF439
1557302_at	0.32648585	ZNF585B
203123_s_at	-0.36071569	SLC11A2
229511_at	-0.38405636	SMARCE1
1556158_at	-0.51197013	SAXO2
213210_at	-0.32363862	TAF6L
236016_at	-0.50095262	SMARCE1
217993_s_at	0.3299106	MAT2B
209277_at	-1.35272225	TFPI2
211963_s_at	-0.32017101	ARPC5
231925_at	0.81173963	P2RY1
1558046_x_at	-0.48652737	LOC389906
210175_at	-0.35824133	GCFC2
222329_x_at	-0.30751129	
203600_s_at	-0.24996791	FAM193A
235260_s_at	-0.31821427	PACRGL
222151_s_at	0.38354369	CEP63
1552288_at	0.75694074	CILP2
1564107_at	0.36497611	
227782_at	0.32888255	ZBTB7C
202375_at	-0.62506064	SEC24D
1568941_a_at	0.35730494	HNRNPC
227002_at	0.42639118	LOC101927137///FAM78A
223732_at	-0.38319363	SLC23A1
1558816_at	-0.39236322	ZNF664
208511_at	-0.48911595	PTTG3P
222000_at	-0.26188298	C1orf174
201189_s_at	-0.39795818	ITPR3
206825_at	0.91183058	OXTR
200643_at	-0.32500572	HDLBP
211891_s_at	0.36620441	LOC101930241///ARHGEF4
231259_s_at	-0.28241141	CCND2
205729_at	0.93022815	OSMR
231576_at	-0.56915019	
230339_at	-0.32161859	CCDC138
239437_at	0.32307844	
235096_at	-0.45969694	LEO1
217441_at	-0.39352444	USP33
238070_at	-0.42221261	CHD1L
241360_at	-0.47415811	CCDC15
210033_s_at	-0.53643752	SPAG6
222847_s_at	-0.34176345	EGLN3
209519_at	-0.3859976	NCBP1
226725_at	-0.43462251	SLFN5
214767_s_at	0.63814901	HSPB6
240564_x_at	0.38666639	
220363_s_at	-0.28013119	ELMO2
240140_s_at	0.25490014	LRIG1
34689_at	-0.23846062	ATRIP///TREX1
200998_s_at	-0.46468302	CKAP4
222533_at	0.46128449	CRBN
228397_at	-0.369872	TUG1
202177_at	0.71746312	GAS6
1556185_a_at	0.52034116	
203160_s_at	-0.25397058	RNF8
1555878_at	-0.59262472	RPS24
201860_s_at	0.77624639	PLAT
235509_at	-0.42193794	LOC100506538///NDUFAF6
202444_s_at	-0.54234612	ERLIN1
218270_at	-0.32183216	MRPL24
218893_at	-0.35135926	ISOC2
215129_at	-0.48349558	PIK3C2G
1556304_s_at	0.32839243	LINC00899
206407_s_at	0.48118938	CCL13
241369_at	0.66264389	ADAMTS9-AS1
241014_at	0.46623354	FLG-AS1
237309_at	-0.37609525	
232311_at	0.85841514	B2M
225644_at	-0.33164476	CCDC117
216228_s_at	-0.71104252	WDHD1
220702_at	0.4392562	
215203_at	-0.41033168	GOLGA4
215722_s_at	-0.40656538	SNRPA1
205386_s_at	-0.42550578	MDM2
218774_at	-0.44282671	DCPS
200782_at	-0.38355091	ANXA5
204140_at	-0.371452	TPST1
205162_at	-0.36674825	ERCC8
238982_at	-0.35769646	DENR
236839_at	0.44486524	
232203_at	0.39424515	NKD1
43977_at	-0.21957487	TMEM161A
224063_at	-0.27737328	NLN
223655_at	0.40621859	CD163L1
235133_at	0.49147624	ZDHHC14
204405_x_at	-0.29747198	DIMT1
